Licensee Name,Doing Business As,License Type,Issue Date,License Number,Street Address,City,State,Zip,Location
PHO 88 LLC,PHO 88,Beer & Wine (city),02/19/19,03-10946,2463 PATTERSON ROAD,Grand Junction,CO,81505,
LIN'S ICHIBAN LLC,ICHIBAN BUFFET,Hotel & Restaurant (city),01/16/19,03-10874,9271 PARK MEADOWS DRIVE,Lone Tree,CO,80124,
TRIGO FOOD CO,TRIGO FOOD CO,Hotel & Restaurant (city),01/22/19,03-11073,116 PARK STREET,Gypsum,CO,81637,
BREWERY 121 LLC,OLD 121 BREWHOUSE,Wholesale Beer (malt liquor),01/24/19,03-10791,1057 SOUTH WADSWORTH BLVD SUITE 60,Lakewood,CO,80226,
G.A.C.T. ENTERPRISES LLC,COUNTRY KITCHEN,Hotel & Restaurant (city),02/27/19,03-11055,408 BEAR CREEK AVENUE,Morrison,CO,80465,
S&S FUELS MANAGEMENT III LLC,7-ELEVEN STORE 24732B,Fermented Malt Beverage Off (city),01/22/19,04-01107,1580 COLORADO BLVD,Denver,CO,80220,
EAST CHINA II INC,EAST CHINA,Hotel & Restaurant (city),01/16/19,03-11131,15510 EAST CENTRETECH PARKWAY,Aurora,CO,80011,
EDDYLINE BREWING COMPANY,SLEEPING GIANT BREWING COMPANY,Alternating Proprietor Premises,01/04/19,03-11124,2500 WEST 5TH AVENUE,Denver,CO,80204,
BARKLEY'S RESTAURANT LTD,COBAR,Tavern (city),01/18/19,03-11111,610 EAST MAIN STREET #610,Frisco,CO,80443,
LAWRENCE DAVID GARRETT,GARRETT ESTATE CELLARS,Limited Winery,02/25/19,03-11171,53582 FALCON ROAD,Olathe,CO,81425,
TWO BEERS BREWING CO. LLC,SOUND CRAFT SELTZER COMPANY,Nonresident Manufacturer (malt liquor),02/26/19,03-11331,4700 OHIO AVENUE S UNIT A,Seattle,WA,98134,
THE GOLD LEAF COLLECTIVE LLC,THE GOLD LEAF,Beer & Wine (city),01/14/19,03-10647,120 WEST LAUREL STREET UNIT A & B,Fort Collins,CO,80524,
HAVANA MARKET LLC,HAVANA MARKET LLC,Fermented Malt Beverage Off (city),01/03/19,04-00818,868 SOUTH HAVANA STREET,Aurora,CO,80012,
SB DENVER OPERATIONS LLC,STAYBRIDGE SUITES DENVER TECH,Tavern (city),01/14/19,03-11068,7150 SOUTH CLINTON STREET,Centennial,CO,80112,
BEASTS AND BREWS LLC,BEASTS AND BREWS,Hotel & Restaurant (city),01/08/19,03-10846,7 SPECTRUM LOOP SUITE 140,Colorado Springs,CO,80921,
TUSK ESTATES LLC,TUSK ESTATES,Wine Delivery Permit,01/16/19,03-11142,588 ZINFANDEL LANE,Saint Helena,CA,94574,
"EAST HAMPDEN HOTEL OPCO, LLC",EMBASSY SUITES DENVER TECH CENTER NORTH,Hotel & Restaurant (city),01/30/19,03-11138,7525 EAST HAMPDEN AVENUE,Denver,CO,80231,
LINGUA FRANCA LLC,LINGUA FRANCA,Wine Delivery Permit,02/12/19,03-11030,9675 NW HOPEWELL ROAD,Salem,OR,97304,
THOMAS ALLEN VINEYARDS & WINERY LLC,THOMAS ALLEN VINEYARDS & WINERY,Wine Delivery Permit,02/12/19,03-11234,5573 W WOODBRIDGE ROAD,Lodi,CA,95242,
CHERRY THAI LLC,CHERRY THAI,Hotel & Restaurant (city),01/03/19,03-11051,13710 EAST QUINCY AVENUE,Aurora,CO,80015,
MONUMENT LAKE RESORT LLC,LAKE VIEW RESTAURANT,Hotel & Restaurant (county),02/26/19,03-10700,4789 HIGHWAY 12,Weston,CO,81091,
SZKUTAK WINE VENTURES LLC,SAMsARA WINE COMPANY,Wine Delivery Permit,01/02/19,03-11037,6485 CALLE REAL SUITE E,Goleta,CA,93117,
HFF-LEI-HPH DEN LLC,NEW BELGIUM BREWING SPORTS BAR,Tavern (city),01/29/19,03-10869,8900 PENA BOULEVARD CONCOURSE B R18-1-3-W21-S5-1,Denver,CO,80249,
CREEKSIDE EVENT CENTER LLC,CREEKSIDE EVENT CENTER,Lodging & Entertainment (City),01/07/19,03-10661,5515-5605 PALMER PARK BLVD,Colorado Springs,CO,80915,
CRL CO CORP,CASTLE ROCK LIQUORS,Liquor Store (city),01/18/19,03-11136,1001 CAPRICE DRIVE,Castle Rock,CO,80109,
MCGINN ENTERPRISES INC,ARENA BLANCA WINERY,Wine Delivery Permit,01/08/19,03-10899,7338 US HIGHWAY S4-70,Alamogordo,NM,88310,
HORSETOOTH SPIRITS & MARKETPLACE CORP,HORSETOOTH SPIRITS & MARKETPLACE CORP,Liquor Store (county),02/27/19,03-11301,4701 WEST COUNTY ROAD 38 E,Fort Collins,CO,80526,
CUBA CUBA SANDWICHERIA LLC,CUBA CUBA SANDWICHERIA,Hotel & Restaurant (city),02/27/19,03-11214,6375 PROMENADE PARKWAY SUITE B 120,Castle Rock,CO,80108,
WP COWBOY'S INC,HERNANDO'S PIZZA PUB LTD,Hotel & Restaurant (city),02/26/19,03-11084,78199 US-40,Winter Park,CO,80482,
AV CORP,LOS JARRITOS,Hotel & Restaurant (city),02/07/19,03-11197,2600 EAST STREET SUITE G,Golden,CO,80401,
LEEVERS SUPERMARKETS INC,SAVE-A-LOT 104TH,Fermented Malt Beverage Off (city),02/05/19,04-01106,1000 104TH AVENUE,North Glenn,CO,80234,
"MORROW VENTURES, LLC",MAXMARKET,Fermented Malt Beverage Off (city),01/14/19,04-01027,2080 LAWRENCE STREET,Denver,CO,80202,
UNCLE JIMMY LLC,CELTIC HOUSE PUB,Tavern (city),02/07/19,03-11187,16522 KEYSTONE BLVD SUITE H,Parker,CO,80134,
SUNRISE CINEMA LLC,SUNRISE CINEMA,Tavern (city),01/10/19,03-11066,357A MOUNTAIN AVENUE,Berthoud,CO,80513,
DILLON COMPANIES LLC,KING SOOPERS #96 FUEL CENTER,Fermented Malt Beverage Off (city),01/08/19,04-01023,5950 SOUTH HOLLY STREET,Greenwood Village,CO,80111,
BLACK DIAMOND GOURMET LLC,CAFE FRESH,Hotel & Restaurant (city),02/15/19,03-11180,505 SOUTH MAIN STREET,Breckenridge,CO,80424,
BOOM BYE YEAH LLC,GOLDEN LIQUOR,Liquor Store (city),02/11/19,03-10994,601  13TH STREET,Golden,CO,80401,
92 HIGH LLC,R.J.'S STEAKHOUSE,Hotel & Restaurant (county),02/06/19,03-11078,2323 SOUTH GRAND MESA DRIVE,Cedaredge,CO,81413,
LOCCO LLC,LOCO WINES & LIQUORS,Liquor Store (city),02/15/19,03-10519,125 SOUTH SANTA FE AVENUE,Pueblo,CO,81003,
MAKI LLC,NORI MAKI BAR,Hotel & Restaurant (city),01/17/19,03-11034,2842 COUNCIL TREE AVENUE UNIT 173,Fort Collins,CO,80525,
UNITED STATES BEVERAGE LLC,UNITED STATES BEVERAGE,Fermented Malt Beverage Importer,01/14/19,04-01102,700 CANAL STREET,Stamford,CT,6902,
"TIM BLUE WINES, LLC",ADAMS BENCH,Wine Delivery Permit,02/22/19,03-11319,14360 160TH PLACE NORTHEAST,WOODINVILLE,WA,98053,
STATION THREE LOUNGE,STATION THREE LOUNGE,Tavern (city),01/03/19,03-10667,327 DENVER AVENUE,Fort Lupton,CO,80621,
LODO'S 3053 WEST 104TH AVENUE LLC,LODO'S BAR & GRILL WESTMINSTER,Hotel & Restaurant (city),02/15/19,03-11272,3053 WEST 104TH AVENUE,Westminster,CO,80031,
TESTA VINEYARDS LLC,TESTA VINEYARDS,Wine Delivery Permit,01/16/19,03-11153,6400 N STATE STREET,Ukiah,CA,95482,
"LINK , A COFFEE HOUSE LLC.",LINK COFFEE BAR,Beer & Wine (city),01/25/19,03-10331,1100 EAST 17TH AVENUE,Denver,CO,80218,
RARE HOSPITALITY INTERNATIONAL INC,LONGHORN STEAKHOUSE #5599,Hotel & Restaurant (county),02/11/19,03-11089,8285 WEST BOWLES AVENUE,Littleton,CO,80123,
WINGERS LLC,WINGERS LLC,Tavern (county),02/06/19,03-10902,3225 I-70 BUSINESS LOOP UNIT A-12,Clifton,CO,81520,
PRICKLY PEAR LOUNGE LLC,PRICKLY PEAR LOUNGE LLC,Beer & Wine (county),01/03/19,03-10979,9236 US HIGHWAY 50,Howard,CO,81233,
SAM'S WEST INC,SAM'S CLUB #4816,Fermented Malt Beverage Off (city),01/14/19,04-01037,6201 SOUTH AURORA PARKWAY,Aurora,CO,80016,
TOTAL SMOKER LLC,U PUMP IT,Fermented Malt Beverage Off (city),01/16/19,04-01050,10970 WEST ALAMEDA AVENUE,Lakewood,CO,80226,
"MOUNTAIN WEST WINES, LLC","MOUNTAIN WEST WINES, LLC",Wine Delivery Permit,01/03/19,03-10973,9401 SAN LEANDRO STREET,Oakland,CA,94603,
FORKS AND BEANS LLC,THE FORKS,Tavern (county),01/24/19,03-10636,17685 NORTH HIGHWAY 287,Livermore,CO,80536,
JASKIRAT INC,MARSHALL LIQUOR II,Liquor Store (city),02/26/19,03-11218,10378-80 RALSTON ROAD,Arvada,CO,80004,
MAX & LILY'S,MAX & LILY'S,Beer & Wine (city),02/19/19,03-11169,0501 HIGHWAY 6,Gypsum,CO,81637,
SALVADOR LLC,EL ABUELO FAMILY RESTAURANT,Hotel & Restaurant (city),01/17/19,03-11054,800 EAST KIOWA AVENUE,Elizabeth,CO,80107,
COSTCO WHOLESALE CORPORATION,COSTCO WHOLESALE #629,Fermented Malt Beverage Off (city),02/25/19,04-01069,16375 NORTH WASHINGTON STREET,Thornton,CO,80023,
MONO CERA LLC,MONO CERA LLC,Beer & Wine (city),01/28/19,03-11042,119 LABONTE STREET UNIT 205,Dillon,CO,80435,
MOUSA LIQUOR LLC,MOUSA WINE AND SPIRITS,Liquor Store (city),02/05/19,03-10698,6344 IVY STREET,Commerce City,CO,80022,
THE LOVETT RESTAURANT GROUP,CHICKEN REBEL,Hotel & Restaurant (city),02/19/19,03-11035,3618 TEJON STREET,Denver,CO,80211,
REMPE HOLDINGS INC,WINDSOR CRAFT COOLER,Liquor Store (city),01/23/19,03-11112,401 POINTE PLAZA DRIVE,Windsor,CO,80550,
NAJU LIQUORS INC,MIDNIGHT LIQUORS,Liquor Store (city),02/21/19,03-10840,11225 DECATUR STREET #400-500,Westminster,CO,80234,
NEWBERG MAIL ROOM INC,RIKKIR WINES,Wine Delivery Permit,02/06/19,03-11201,501 N HOWARD STREET,Newberg,OR,97132,
WILDEROTTER WINERY LLC,WILDEROTTER VINEYARD,Wine Delivery Permit,02/07/19,03-11017,19890 SHENANDOAH SCHOOL ROAD,Plymouth,CA,95669,
ABBY'S IRISH PUB INC,ABBY'S IRISH PUB,Hotel & Restaurant (city),01/07/19,03-10850,9697 PROMINENT POINT SUITE 188,Colorado Springs,CO,80924,
WOORIJIB INC,KEYSTONE LIQUORS,Liquor Store (city),02/11/19,03-11219,16522 KEYSTONE BOULEVARD SUITE D,Parker,CO,80134,
KS SUSHI NORTH INC,SUSHI NORTH,Hotel & Restaurant (city),02/11/19,03-10841,12010 MELODY DRIVE,Westminster,CO,80234,
REDNECK SMOKE LLC,TRINIDAD SMOKEHOUSE,Hotel & Restaurant (city),02/11/19,03-11003,500 EAST ELM,Trinidad,CO,81082,
BONESTEEL & BEENE LLC,B'S GRILLED CHEESE,Hotel & Restaurant (city),01/14/19,03-10941,1335 BROADWAY SUITE B,Boulder,CO,80302,
PEAK BREWING CO LLC,BIRD'S,Hotel & Restaurant (city),02/20/19,03-11246,2957 MAIN AVENUE,Durango,CO,81301,
STORRS WINERY & VINEYARDS LTD,STORRS WINERY,Wine Delivery Permit,01/16/19,03-11139,1560 PLEASANT VALLEY ROAD,Aptos,CA,95003,
MEREB STORE LLC,QUICKER LIQUOR,Liquor Store (city),01/14/19,03-10753,1904 9TH STREET,Greeley,CO,80631,
TC VENTURES LLC,CB'S TAVERN,Hotel & Restaurant (city),01/23/19,03-11091,334 MAIN STREET,Delta,CO,81416,
SAM'S WEST INC,SAM'S CLUB #8272,Fermented Malt Beverage Off (city),01/30/19,04-01092,4385 VENETUCCI BOULEVARD,Fountain,CO,80817,
DILLION COMPANIES LLC,GEORGE ALBERT NOLET,Manager Permit (LLDS),02/22/19,03-11096,11428 EAST REGENCY COURT,Parker,CO,80138,
ARDAAS INC * 7-ELEVEN INC,7-ELEVEN STORE 13188B,Fermented Malt Beverage Off (city),02/11/19,04-01080,11421 WASHINGTON STREET,Northglenn,CO,80233,
REGAL CINEMAS INC,UA COLORADO MILLS STADIUM 16 IMAX & RPX,Lodging & Entertainment (City),01/28/19,03-11047,14500 WEST COLFAX AVENUE SUITE 600,Lakewood,CO,80401,
DOMINIO IV LLC,DOMINIO IV WINES,Wine Delivery Permit,01/07/19,03-09631,11570 NORTH EAST INTERVALE ROAD,Carlton,OR,97111,
STINKER STORES CO INC,STINKER STORES CO INC. #316,Fermented Malt Beverage Off (city),01/07/19,04-00908,1103 SOUTH TOWNSEND AVENUE,Montrose,CO,81401,
CMC F&B LLC,CIMARRON MOUNTAIN CLUB,Hotel & Restaurant / Optional (county),01/08/19,03-10992,200 CIMARRON MOUNTAIN ROAD,Cimarron,CO,81220,
RUDOSKY UNLIMITED LLC,RUDOSKY UNLIMITED,Hotel & Restaurant (city),02/27/19,03-11293,2310 EAST EMPIRE,Cortez,CO,81321,
"WMU, LLC",FLIGHTS WINE CAFE,Hotel & Restaurant (city),01/11/19,03-10996,7714 GRANDVIEW AVENUE,Arvada,CO,80002,
MARIPOSA WINE COMPANY LLC,CRU WINE COMPANY,Wine Delivery Permit,01/16/19,03-11152,20146 ROAD 21,Madera,CA,93637,
"BONFIRE BREWING, LLC",BONFIRE BREWING LLC,Fermented Malt Beverage Manufacturer,01/04/19,04-01095,"936 CHAMBER COURT UNITS B2,B3, B4",Eagle,CO,81631,
SCHILLING CIDER LLC,SCHILLING CIDER,Importer (vinous & spirituous),02/26/19,03-11249,4402 D STREET NW SUITE 101,Auburn,WA,98001,
SAM'S WEST INC.,SAM'S CLUB #8147,Fermented Malt Beverage Off (city),01/17/19,04-01059,1200 EASTEISENHOWER BOULEVARD,Loveland,CO,80537,
MADHIRA INC,NEPAL LIQUORS,Liquor Store (city),02/26/19,03-11050,7211 SHERIDAN BLVD,Westminster,CO,80003,
ABBEY VIEW LLC,CANON CITY LANES,Hotel & Restaurant (county),02/27/19,03-11306,2970 EAST MAIN STREET,Canon City,CO,81212,
TWIN OWLS MOTOR LODGE INC.,SUSHI ZENSAI LINDEN,Hotel & Restaurant (city),02/05/19,03-10317,223 LINDEN STREET,Fort Collins,CO,80524,
BIG B'S BAR & GRILL LTD,BIG B'S BAR & GRILL,Hotel & Restaurant (city),02/11/19,03-10938,217 MAIN STREET,Ovid,CO,80744,
SPIRIT HOUNDS LLC,SPIRIT HOUND DISTILLERS,Wholesale (vinous & spirituous),02/14/19,03-11116,4196 UTE HIGHWAY,Lyons,CO,80540,
MJM PUB INC,SOMEPLACE ELSE SALOON,Hotel & Restaurant (county),02/15/19,03-11273,67348 US HIGHWAY 285,Pine,CO,80470,
BALCONES DISTILLING LLC,BALCONES DISTILLING,Importer (vinous & spirituous),01/09/19,03-11094,212-220 SOUTH 12TH STREET,Waco,TX,76701,
PJ MARINA LLC,PJ MARINA LLC,Liquor Store (county),02/07/19,03-11192,24005 COUNTY ROAD 330,Sterling,CO,80751,
CAMPILLO SCHRUEDER INC,LAS TORTAS,Tavern (city),02/11/19,03-10825,5307 LEETSDALE DRIVE,Denver,CO,80246,
TRIPLE 7 INC & 7-ELEVEN INC,7-ELEVEN STORE 38093A,Fermented Malt Beverage Off (city),02/28/19,04-01051,1175 ALOHA STREET,Castle Rock,CO,80108,
JCHILL LLC,SCARLET TAVERN,Tavern (city),02/19/19,03-11141,326 HARRISON AVENUE,Leadville,CO,80461,
450 DEGREE,450 TEPPANYAKI,Hotel & Restaurant (city),01/29/19,03-10746,568 HIGHWAY 133 UNIT 4 & 5,Carbondale,CO,81623,
ROYAL SMOKE LLC,POST OAK BBQ,Hotel & Restaurant (city),02/25/19,03-11277,4000 TENNYSON STREET SUITE 101,Denver,CO,80212,
ROCKY MOUNTAIN RESTAURANT GROUP INC,URBAN EGG A DAYTIME EATERY,Hotel & Restaurant (city),02/27/19,03-11287,4861 THOMPSON PARKWAY BUILDING B,Johnstown,CO,80534,
MARIA EMPANADA RIVERVIEW LLC,MARIA EMPANADA,Beer & Wine (city),01/15/19,03-10826,1700 PLATTE STREET SUITE 160,Denver,CO,80202,
THE EMPOURIUM BREWING COMPANY,THE EMPOURIUM BREWING COMPANY,Wholesale Beer (malt liquor),02/21/19,03-11239,4385 W 42ND AVENUE,Castle Rock,CO,80104,
VITAMIN COTTAGE NATURAL FOOD MARKETS INC,NATURAL GROCERS,Fermented Malt Beverage Off (city),02/19/19,04-01112,7298 NORTH ACADEMY BOULEVARD,Colorado Springs,CO,80920,
D5M LLC,ORCHARD WINE AND SPIRITS,Liquor Store (city),01/03/19,03-10629,13644 ORCHARD PARKWAY SUITE 600,Broomfield,CO,80023,
AHUEVO! CANTINA KITCHEN,AHUEVO! CANTINA KITCHEN,Hotel & Restaurant (city),02/06/19,03-10779,1150 E COLFAX AVENUE,Denver,CO,80218,
VITAMIN COTTAGE NATURAL FOOD MARKETS INC,NATURAL GROCERS,Fermented Malt Beverage Off (city),02/25/19,04-01119,2464 HIGHWAY 6 AND 50 UNIT 124,Grand Junction,CO,81505,
DILLON COMPANIES LLC,AMANDA PATRICIA HELMS,Manager Permit (LLDS),02/20/19,03-11267,19173 EAST COTTONWOOD DRIVE #1127,Parker,CO,80138,
MERCHANT DU VIN CORPORATION,MERCHANT DU VIN CORPORATION,Fermented Malt Beverage Importer,01/04/19,04-01093,119 1ST AVENUE SOUTH SUITE 400,Seattle,WA,98104,
VITE GALLERON WINERY LLC,SULLIVAN VINEYARDS,Wine Delivery Permit,02/12/19,03-11228,1090 GALLERON ROAD,Saint Helena,CA,94574,
VIADER VINEYARDS & WINERY,VIADER VINEYARDS & WINERY,Wine Delivery Permit,01/16/19,03-11143,1120 DEER PARK ROAD,Deer Park,CA,94576,
SAM'S WEST INC,SAM'S CLUB #6219,Fermented Malt Beverage Off (city),01/07/19,04-01054,1850 EAST WOODMEN ROAD,Colorado Springs,CO,80920,
,CROOKED STAVE FORT COLLINS LLC,Wholesale Beer (malt liquor),01/30/19,03-10816,216 NORTH COLLEGE AVENUE SUITE 130,Fort Collins,CO,80524,
"EZA YEWELDSERA INC. & 7-ELEVEN, INC.",7-ELEVEN STORE 38364A,Fermented Malt Beverage Off (city),02/26/19,04-01036,3800 TOWER ROAD,Aurora,CO,80011,
"CHUY'S OPCO, INC",CHUY'S,Hotel & Restaurant (city),02/05/19,03-11069,9297 FOREST BLUFFS VIEW,Colorado Springs,CO,80920,
FLOOD RANCH COMPANY,RANCHO SISQUOC WINERY,Wine Delivery Permit,01/07/19,03-11101,6600 FOXEN CANYON ROAD,Santa Maria,CA,93454,
"HECKMAN, LLC","HECKMAN, LLC",Beer & Wine (city),01/29/19,03-10943,250 FILMORE STREET SUITE 225,Denver,CO,80206,
CAMBER BREWING COMPANY LLC,CAMBER BREWING COMPANY,Manufacturer (brewery),02/15/19,03-10793,365 ZEREX STREET,Fraser,CO,80442,
COVINE WINES LLC,COVINE WINES LLC,Limited Winery,02/13/19,03-10898,774 39-3/8 ROAD,Palisade,CO,81526,
"CTC FOOD INTERNATIONAL,","CTC FOOD INTERNATIONAL, INC.",Fermented Malt Beverage Importer,01/03/19,04-00992,50 WEST OHIO AVENUE,Richmond,CA,94804,
WIND RIDGE INC,OAK MOUNTAIN WINERY,Wine Delivery Permit,02/14/19,03-11284,36522 VIA VERDE,Temecula,CA,92592,
STINKER STORES CO INC,STINKER STORES CO INC #330,Fermented Malt Beverage Off (county),01/03/19,04-01026,10800 HIGHWAY 73,Conifer,CO,80433,
EAST BRANCH WINERY INC,MCGREGOR VINEYARD,Wine Delivery Permit,01/08/19,03-10997,5503 DUTCH STREET,Dundee,NY,14837,
ADELITAS COCINA Y CANTINA COMPANY LITTLETON,ADELITAS COCINA Y CANTINA COMPANY LITTLETON,Hotel & Restaurant (city),02/12/19,03-10956,2609 WEST MAIN STREET,Littleton,CO,80120,
MY FAVORITE NEIGHBOR LLC,MY FAVORITE NEIGHBOR,Wine Delivery Permit,02/12/19,03-11266,2644 ANDERSON ROAD,Paso Robles,CA,93446,
THE BLUEBIRD CAFE LLC,BLUEBIRD CAFE,Hotel & Restaurant (city),01/02/19,03-11018,730 GRAND AVENUE,Glenwood Springs,CO,81601,
"MENYANO 4, LLC",MENYA RAMEN & POKE,Hotel & Restaurant (city),02/05/19,03-11072,1645 BRARGATE PKWAY,Colorado Springs,CO,80920,
SUSNICK BROTHERS LLC,HOJA,Hotel & Restaurant (city),01/15/19,03-11123,1284 SOUTH PEARL STREET,Denver,CO,80210,
THOMAS G EDDY,TOM EDDY WINERY,Wine Delivery Permit,01/07/19,03-11063,3870 HIGHWAY 128,Calistoga,CA,94515,
VITAMIN COTTAGE NATURAL FOOD MARKETS INC,NATURAL GROCERS,Fermented Malt Beverage Off (city),02/11/19,04-01103,200 F STREET,Salida,CO,81201,
PESTER MARKETING COMPANY,ALTA #3106,Fermented Malt Beverage Off (city),01/22/19,04-01019,2801 NORTH ELIZABETH STREET,Pueblo,CO,81008,
EL TEQUILENO #4 LLC,EL TEQUILENO FAMILY MEXICAN RESTAURANT,Hotel & Restaurant (city),01/03/19,03-10586,15900 WEST COLFAX AVENUE,Golden,CO,80401,
DILLON COMPANIES LLC,KRISTIN LYNNE MIKEC,Manager Permit (LLDS),02/11/19,03-10971,17011 BLUE MIST GROVE,Monument,CO,80132,
QUANTUM WINES LLC,PENCE RANCH,Wine Delivery Permit,02/22/19,03-11315,1909 WEST HIGHWAY 246,Buellton,CA,93427,
JL CO BEVERAGE LLC,ELEMENT BY WESTIN BOULDER/SUPERIOR,Lodging & Entertainment (City),01/29/19,03-10967,1 SOUTH MARSHALL ROAD,Superior,CO,80027,
"50 TAPS, LLC",COLORADO TAPROOM & GRILL,Hotel & Restaurant (city),02/22/19,03-11162,"19539 HESS ROAD, SUITE 101",Parker,CO,80134,
JOHNSON ESTATE WINERY LLC,JOHNSON ESTATE WINERY,Wine Delivery Permit,02/12/19,03-11253,8419 WEST ROUTE 20,Westfield,NY,14787,
KNEADING DOUGH LLC,ANTONIO'S PIZZA PASTA,Hotel & Restaurant (county),01/17/19,03-10788,5925 SOUTH ZANG STREET #18,Littleton,CO,80127,
LUCKY SEVEN INC,GOLDEN BOAR CHINESE RESTAURANT,Beer & Wine (county),01/09/19,03-11008,5934 SOUTH KIPLING PARKWAY UNIT E,Littleton,CO,80127,
SPANN VINEYARDS INC,SPANN VINEYARDS,Wine Delivery Permit,01/16/19,03-11140,12900 MAPLE GLEN ROAD,Glen Ellen,CA,95442,
CCD HOSPITALITY GROUP LLC,TINO'S DELLA RADICE,Tavern (city),02/06/19,03-10917,2955 ULSTER STREET SUITE 100,Denver,CO,80238,
RACHAEL VANCE,MRS. RIOS RESTAURANT,Hotel & Restaurant (city),02/20/19,03-11170,218 MAIN STREET,San Luis,CO,81152,
SPURZ GRILL INC,SPURZ GRILL INC,Hotel & Restaurant (county),02/26/19,03-11080,4333 HIGHWAY 63,Atwood,CO,80722,
SIERRA VISTA VINEYARDS & WINERY LLC,SIERRA VISTA,Wine Delivery Permit,02/12/19,03-11203,4560 CABERNET WAY,Placerville,CA,95667,
OCEAN RAIE WON LLC,BREAKERS POOL HALL,Hotel & Restaurant (city),01/10/19,03-11075,1007 WEST 6TH STREET,Pueblo,CO,81003,
STAA LLC,DEVOUR THE 303,Hotel & Restaurant (city),02/14/19,03-10940,1135 EAST EVANS AVENUE,Denver,CO,80210,
J&JS FOOD SERVICES LLC,ASIAN CUISINE & VIETNAMESE NOODLE HOUSE,Hotel & Restaurant (city),02/11/19,03-11194,1627 COALTON ROAD,Superior,CO,80027,
LAVENDER ELEPHANT LLC,ROCKY MOUNTAIN DESIGN HOUSE,Lodging & Entertainment (City),02/13/19,03-11220,78415 US HIGHWAY 40 SUITE 204,Winter Park,CO,80482,
"INTEGRATOR, LLC",BRICKHOUSE 40,Hotel & Restaurant (city),01/08/19,03-10190,320 EAST AGATE AVENUE,Granby,CO,80446,
STEDUM PROPERTIES LLC,JACK CREEK CELLARS,Wine Delivery Permit,01/02/19,03-11061,5265 JACK CREEK ROAD,Templeton,CA,93465,
PROJECT LOGAN LLC,THE WALLS VINEYARDS,Wine Delivery Permit,02/12/19,03-11029,1015 WEST PINE STREET,Walla Walla,WA,99362,
PARKER AND MASON INDUSTRIES LLC,KELLY'S CAFE & PUB,Hotel & Restaurant (city),01/03/19,03-11009,237 MAIN STREET,Mead,CO,80542,
UNUSUAL ATTITUDE BREWING LLC,FLYTECO BREWING,Manufacturer (brewery),01/25/19,03-09088,4499 WEST 38TH AVENUE SUITE 101,Denver,CO,80212,
MAINSTREAM NAILS LLC,MAINSTREAM NAILS,Beer & Wine (city),01/02/19,03-10699,1705 EAST 31ST AVENUE,Denver,CO,80205,
MAYA GRILL AND CANTINA LLC,MAYA GRILL & CANTINA,Hotel & Restaurant (city),02/06/19,03-11074,11078 CIMARRON STREET UNIT A & B,Firestone,CO,80504,
WOODY'S BAR AND GRILL LLC,WOODYS BAR AND GRILL,Tavern (city),02/20/19,03-10952,3881 EAST PIKES PEAK AVENUE,Colorado Springs,CO,80909,
FRONTROOM LLC,FRONTROOM PIZZA,Beer & Wine (city),02/25/19,03-11164,13795 WEST JEWELL AVENUE,Lakewood,CO,80228,
GRANDY DANCER INC,THE GRANDY DANCER,Tavern (city),02/05/19,03-10939,312 7TH STREET,Glenwood Springs,CO,81601,
"CTC FOOD INTERNATIONAL, INC.","CTC FOOD INTERNATIONAL, INC.",Importer (vinous & spirituous),01/03/19,03-10800,50 WEST OHIO AVENUE,Richmond,CA,94804,
FORKS AND BEANS LLC,THE FORKS,Fermented Malt Beverage Off (county),01/24/19,04-00921,17685 NORTH HIGHWAY 287,Livermore,CO,80536,
INTERMOUNTAIN MANAGEMENT LLC & FREEMAN & KALLAHER COLORADO PROPERTIES LLC,FAIRFIELD INN & SUITES,Lodging & Entertainment (City),02/05/19,03-10942,4107 TUTT BOULEVARD,Colorado Springs,CO,80922,
SAM'S WEST INC,SAM'S CLUB #6632,Fermented Malt Beverage Off (city),02/25/19,04-01055,505 SOUTH BROADWAY,Denver,CO,80209,
ANDREUCCI'S WINERY LLC,ANDRUCCI WINE ROOM,Wine Delivery Permit,02/12/19,03-11221,401 EAST MAIN STREET,Fredericksburg,TX,78624,
CLUBVIEW VENTURES LLC,THE SMILING TOAD,Beer & Wine (city),02/05/19,03-10814,1757 S 8TH STREET SUITE 100,Colorado Springs,CO,80905,
BAR & RESTAURANT CONSULTING LLC,LITTLE BAR & GRILLED,Hotel & Restaurant (city),02/14/19,03-10797,161 EAST ADAMS AVENUE,Breckenridge,CO,80424,
ROSETTA LLC,ROSETTA HALL,Hotel & Restaurant (city),02/25/19,03-10961,1109 WALNUT STREET,Boulder,CO,80302,
VITAMIN COTTAGE NATURAL FOOD MARKETS INC,NATURAL GROCERS,Fermented Malt Beverage Off (city),02/25/19,04-01111,11402 SOUTH PARKER ROAD,Parker,CO,80134,
STEAMBOAT WINERY LLC,STEAMBOAT WINERY,Wine Delivery Permit,02/14/19,03-11278,32365 COUNTY ROAD 41,Steamboat Springs,CO,80487,
CARLOS MEXICAN BAR AND GRILL LLC,CARLOS MEXICAN BAR & GRILL,Hotel & Restaurant (city),01/14/19,03-11110,857 NORTH SUMMIT BLVD,Frisco,CO,80443,
ROBERT LORKOWSKI,CASCADE CLIFFS VINEYARD & WINERY,Wine Delivery Permit,02/07/19,03-11202,8866 HIGHWAY 14,Wishram,WA,98673,
